mid peninsula highway proposed across peninsula canadian province ontario although highway connecting hamilton fort south international study published ministry	train
died march american photographer specialized photography operated studio silver spring maryland later lived florida magazine photographer year	train
henry howard august august british peer son henry howard father died march behind became	train
croatian pronunciation born august australian professional tennis player career high singles world achieved february defeated top players including john	train
defence press broadcasting committee british body issues da secretary former two star military officer ministry defence although independent committee made senior civil representatives	train
second studio album singer released records uk debut album girl called sold well make records top female artist second album presented	train
april june american politician candidate president united states socialist workers party running paul played significant role movement vietnam war	train
born august german writer grew main family moved west germany studied law languages english translation debut novel published	train
unincorporated community county texas united states irish john began community settlement area according texas community estimated population located	train
professor singh poet scientist born pakistan family one modern poetry mission high school	train
george may january american politician born detroit michigan served united states army world war ii went henry community college received bachelor degree state university served	train
latin act towards image specific title	train
book largest latter day saint book publisher also chain western united states people work lake city headquarters book owned subsidiary management corporation company business	train
robert american literary scholar poet current president director national center served dean college vice president studies professor english university utah	train
light records canadian independent record label based vancouver british columbia label launched records rock college radio bands found bands market rock label records artists	train
indian folk musical similar played three thirty region part front covered animal	train
born august former american football player born minnesota august played wide university set school record career finished second season	train
born may turkish football coach former footballer currently assistant manager spent career also short turkish international captain	train
moth family described found great britain recorded hampshire wingspan mm forewings white	train
moon house	train
two american fantasy comedy film directed john starring john john original musical composed patrick williams plays john plays bank two	train
forest turkish color turkish documentary film directed first international year child film shows life year old girl forests high mountains	train
better known former government official previously affiliated center studies social appointed vice minister social january minister government minister	train
second novel british prize literature winner five volume semi series children first volume others storm four city children	train
college college campus located district pakistan working college located road km faculty least master level facilities include library chemistry	train
born australian studied university australian national university taking research position fellow society america australian academy science american	train
august july march danish civil engineer conservation energy james robert von though largely	train
indian theatre actor theatre activist many stage drama productions theatre director also known social street plays film sister next	train
courts russian office held justice peace court within russia courts less three years public traffic	train
mill covered bridge covered bridge river county pennsylvania united states county owned bridge official big bridge bridge also known covered bridge point mill bridge	train
born april american actress best known role agent elizabeth drama series also regular law order los angeles appeared films	train
holy family saint saint anne three francisco de collection de la shows holy family mary parents saint	train
lady french du foundation valley cities located le france formerly	train
local government area rivers state nigeria named people southern nigeria also national assembly constituency communities include	train
position near hamlet england recorded national heritage list england designated grade ii listed building	train
silver best new award presented australian tv week awards first awarded annual tv week awards held award originally called popular new	train
house association artist established south side neighborhood pittsburgh pennsylvania located mary streets multi story building company lower building gallery	train
text one oldest whose modern age composed independent complete like may part	train
armenian born september iranian born armenian actor born iran family family soviet along iranian actor	train
name meaning voice authority title song written louis moon song performed israel english translation song reference	train
yellow volume original boys stories published book written william first series part	train
bishop small village civil parish west district south west england situated miles km south east local travel located miles km village railway station miles km	train
operation radio comedy album bob tom show never released general public us military serving october single cd represents original material recorded daily radio show	train
village dutch province part municipality de lies km north village inhabitants built area town km²	train
glacier tributary glacier nautical miles km long southeast marshall mountains mountains glacier point antarctica named british antarctic expedition hms	train
gaelic small village scottish council area located kilometres mi southwest south road close river	train
major railway station italian city milan located north known city main station traffic million annually although second station total	train
early single color television ray developed used small covered three separate red green blue three	train
leaders world war ii important political military world war ii established policy anti anti early	train
james born october scotland died october england scottish footballer founder also played forward also founded taught several based	train
order russian military russian federation named never lost battle saint russian navy command grade naval leadership	train
spring creek unincorporated community county oklahoma united states miles km south cemetery church general store still standing cemetery church still used general store two	train
latin america thailand traditional produced brand include various like various people credited including brothers robert frank louis	train
born academic senior professor school economics formerly distinguished professor economics new school social research new york city di department economics	train
first uss later uss united states navy commission built name new york engine company new	train
born january capital switzerland swiss politician joined national council switzerland lower house federal assembly member commission social security health	train
september may italian footballer played midfielder born family province represented italy international level	train
system popular civil engineering particular health data unknown analysis system using response given	train
article entrepreneur library founded see john library john february december english entrepreneur owner largest united kingdom manchester	train
anna house historic home located taylor county west virginia united states built frame house notable anna founder mother day general george first field headquarters	train
unincorporated community county maryland united states located maryland route miles km north northwest manchester used small town train track running right town town even post office	train
fire based primarily insurance real estate insurance real estate census describes early uses far back since term commonly used michael eric	train
green popular food nepal claimed one national popular nepal also every worldwide annual production	train
november december american painter urban country lower manhattan water mill long island member new york school beginning several	train
village administrative district gmina within county silesian voivodeship southern poland lies approximately kilometres mi south east km mi north west km mi south regional capital village	train
workers industrial union canada trade union canada founded marie finnish workers industrial union industrial workers world two founding national	train
street also known street fire station historic fire station located columbia south carolina built two story brick building roof constructed style built city columbia	train
also hip light years sun major discovered star april team led mayor	train
june april sometimes spelled austrian born american december help complete indiana designed german architect work	train
cricket team represented british territory cricket team member international cricket council cricket association member islands cricket association member association west cricket	train
james sr august march american politician served judge louisiana second circuit court democratic member louisiana house representatives seat government parish	train
covering real number way cover unit given one	train
camp norwegian camp municipality county norway established camp norway october end war camp consisted	train
french island islands islands islands north argentine islands islands islands islands	train
beach beach island located north side island drive capital city port spain via north coast road unlike many northern beach	train
type northern sweden nature type common certain together	train
also called tree forest white tree species plant genus native tropical africa southern asia india sri lanka countries	train
states set well formed first order language result related well known although results named william	train
born former political monastery pradesh india home government eight books including earth	train
season show season air spain broadcast main host central studio co	train
digital research inc dr originally digital research company created dr market operating system related products first large software company world digital research based pacific california	train
portuguese pronunciation former civil parish municipality portugal parish merged new parish sao population area km² one	train
also known worldwide disease caused family disease high water direct	train
arts play include form play base set children play comes	train
drama american reality drama television series series follows former stars form production company produce new drama television stars	train
radio station community united kingdom broadcast greater manchester digital radio greater london parts home counties coast birmingham cambridge online website mobile	train
james edward august september american film television screenwriter producer include young man television series young born san francisco	train
ii english title star ii mexican produced de sequel martin starred	train
born november norwegian politician christian democratic party cabinet appointed state secretary ministry transport communications later served deputy representative norwegian parliament term	train
born january st austria june austria austrian pop singer recorded stage name began local clubs working teacher discovered began recording career	train
league short lived political party active founded group led regional party president antonio	train
double unknown meaning found class class ii well found without also unknown meaning	train
born june australian volleyball beach volleyball player selected represent australia summer olympics beach volleyball first australian represent australia olympics	train
also referred ethnic group people southern nepal south asia although make majority non residents	train
born march former professional australian rules footballer vice captain west coast australian football league originally valley football club south australia played west adelaide football club south australian national football league	train
born october german music manager former journalist since chairman ceo international music entertainment responsible business outside united states previously worked	train
west end parish hampshire situated within borough north east city well village parish contains green suburb village small generally area	train
court simplified chinese traditional chinese pinyin shopping mall located singapore river court works completed grand works completed	train
fictional character novel thomas player though also middle name contains village five based	train
long also known long april irish author fantasy author young adult novel recently completed series set dublin	train
key video game software bbc well known works published fourth earlier known software also credited additional programming flight combat	train
june july justice minnesota supreme court appointed governor also served vice president relations university minnesota vice president california state university	train
place de la one architect built original plan king louis however french revolution	train
radio station broadcasting country music format licensed north carolina usa station currently owned broadcasting company operates day night non station atlanta radio network	train
security company based park california software service application user activity digital real time acquired microsoft million july product	train
marshall born kent november july american actor director producer writer voice artist known days various developing simon play television woman	train
committee non public body department culture media sport based london offers government england wales northern ireland may	train
born august japanese voice actor prefecture affiliated early wing received best male awards also radio show along voice	train
prominent crater located near southwestern location crater appears due lies south southwest crater northeast much larger southeast formation	train
san del also called small town comune province region italy near river like san del home community	train
golden book magazine american magazine publishing short fiction ran january based new york city magazine published publisher corporation october magazine merged fiction	train
also al held united states bay number american intelligence born al	train
serbian born february serbian football midfielder plays played joined nominated best footballer	train
paris independent film festival annual film festival international independent films takes place paris france features competition awards films various special films distribution also films competition	train
written canadian author eric boy named whose mother go away summer work well known alexander	train
church norwegian parish church municipality county norway located village church part parish diocese white church built	train
one last women century master house april years old	train
also known hebrew ha arabic one old city built century situated near southeast corner	train
river formerly also known river river african great region greater part course forms border known rio river kilometres mi long	train
international scientific journal published times year provides exchange research applications includes origin issues unique	train
illinois general assembly consisting illinois senate illinois house representatives existed january january last two years illinois state seats house representatives based	train
sun sun small object technology network developed sun announced device used standard unlike available used machine sun	train
